language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Jinan		fat	1279	1279	pʰaŋ²¹	196	pʰ a ŋ ²¹	
Hangzhou		fat	1279	1279	ʦɥɑŋ⁴⁴⁵	195	ts ɥ ɑ ŋ ⁴⁴⁵	
Hangzhou		fat	1279	1279	pʰɑŋ⁴⁴⁵	196	pʰ ɑ ŋ ⁴⁴⁵	
Guangzhou		fat	1279	1279	fej²¹	194	f e j ²¹	
Nanchang		fat	1279	1279	pʰɔŋ²¹³	196	pʰ ɔ ŋ ²¹³	
Chengdu		fat	1279	1279	pʰaŋ¹³	196	pʰ a ŋ ¹³	
Taoyuan		fat	1279	1279	zəw⁴⁵	197	z ə w ⁴⁵	
Shexian		fat	1279	1279	ʦo³²⁴	195	ts o ³²⁴	
Shexian		fat	1279	1279	pʰo³²⁴	196	pʰ o ³²⁴	
Beijing		fat	1279	1279	pʰɑŋ⁵¹	196	pʰ ɑ ŋ ⁵¹	
Kunming		fat	1279	1279	pʰᴀ̃²¹²	196	pʰ ã ∼ ²¹²	
Shanghai		fat	1279	1279	ʦɑ̃³	195	ts ɑ̃ ∼ ³	
Shanghai		fat	1279	1279	pʰɑ̃³⁵	196	pʰ ɑ̃ ∼ ³⁵	
Meixian		father	1217	1217	a⁴⁴pa⁴⁴	622	a ⁴⁴ p a ⁴⁴	
Meixian		father	1217	1217	ja¹¹e	628	j a ¹¹ e	
Changsha		father	1217	1217	tje³³tje	631	t j e ³³ t j e	
Changsha		father	1217	1217	ja¹³ja	627	j a ¹³ j a	
Changsha		father	1217	1217	ja¹³law⁴¹kõ³³	629	j a ¹³ l a w ⁴¹ k õ ∼ ³³	
Guiyang		father	1217	1217	pa²¹pa	625	p a ²¹ p a	
Guiyang		father	1217	1217	tjɛ⁵⁵	630	t j ɛ ⁵⁵	
Guiyang		father	1217	1217	la⁴²ʦej⁴²	637	l a ⁴² ts e j ⁴²	
Xiamen		father	1217	1217	law²²pe²²	634	l a w ²² p e ²²	
Xiamen		father	1217	1217	hu²²ʦʰin⁵⁵	640	h u ²² tsʰ i n ⁵⁵	
Xiamen		father	1217	1217	a⁵⁵pa²²	622	a ⁵⁵ p a ²²	
Hefei		father	1217	1217	pɐʔ⁵pɐʔ⁵	641	p ɐ ʔ ⁵ p ɐ ʔ ⁵	
Jinan		father	1217	1217	tjə²¹³	630	t j ə ²¹³	
Jinan		father	1217	1217	pa²¹pa	625	p a ²¹ p a	
Jinan		father	1217	1217	ta⁴²ta	642	t a ⁴² t a	
Hangzhou		father	1217	1217	pɑ³³pɑ³³	625	p ɑ ³³ p ɑ ³³	
Guangzhou		father	1217	1217	pa²¹pa⁵⁵	625	p a ²¹ p a ⁵⁵	
Guangzhou		father	1217	1217	low²³tɐw²²	638	l o w ²³ t ɐ w ²²	
Nanchang		father	1217	1217	pɑʔ⁵	624	p ɑ ʔ ⁵	
Nanchang		father	1217	1217	pɑʔ⁵pɑʔ⁰²	625	p ɑ ʔ ⁵ p ɑ ʔ ⁰²	
Nanchang		father	1217	1217	jɑ⁴⁵	626	j ɑ ⁴⁵	
Chengdu		father	1217	1217	pa³¹	624	p a ³¹	
Chengdu		father	1217	1217	pa³¹pa	625	p a ³¹ p a	
Chengdu		father	1217	1217	naw⁵³pa³¹ʦɿ⁵³	635	n a w ⁵³ p a ³¹ ts ɿ ⁵³	
Chengdu		father	1217	1217	tje⁵⁵	630	t j e ⁵⁵	
Chengdu		father	1217	1217	naw⁵³je³¹ʦɿ⁵³	636	n a w ⁵³ j e ³¹ ts ɿ ⁵³	
Taoyuan		father	1217	1217	law⁵³ʦəʔ	639	l a w ⁵³ ts ə ʔ	
Taoyuan		father	1217	1217	pa⁴⁵	624	p a ⁴⁵	
Shexian		father	1217	1217	sja³²⁴	643	s j a ³²⁴	
Shexian		father	1217	1217	je⁴⁴	626	j e ⁴⁴	
Beijing		father	1217	1217	tjɛ⁵⁵	630	t j ɛ ⁵⁵	
Beijing		father	1217	1217	pa⁵¹	624	p a ⁵¹	
Beijing		father	1217	1217	lɑw²¹⁴jɛ³⁵ʦɿ³	636	l ɑ w ²¹⁴ j ɛ ³⁵ ts ɿ ³	
Kunming		father	1217	1217	tjɛ⁴⁴	630	t j ɛ ⁴⁴	
Shanghai		father	1217	1217	tja⁵³tja⁵³	631	t j a ⁵³ t j a ⁵³	
Shanghai		father	1217	1217	aʔ⁵paʔ⁵	623	a ʔ ⁵ p a ʔ ⁵	
Shanghai		father	1217	1217	ɦja¹³	626	ɦ j a ¹³	
Meixian		fingernail	1896	1896	su³¹ʦɿ³¹kap¹	574	s u ³¹ ts ɿ ³¹ k a p ¹	
Changsha		fingernail	1896	1896	t͡ʂʅ²⁴ka²⁴ʦɿ	579	ʈʂ ʅ ²⁴ k a ²⁴ ts ɿ	
Guiyang		fingernail	1896	1896	ʦɿ⁴²ʨja²¹	578	ts ɿ ⁴² tɕ j a ²¹	
Xiamen		fingernail	1896	1896	ʦŋ̍⁵³kaʔ³²	581	ts ŋ̍ ⁵³ k a ʔ ³²	
Hefei		fingernail	1896	1896	t͡ʂəʔ⁵ʨjɐʔ⁵kᴇ⁵³	580	ʈʂ ə ʔ ⁵ tɕ j ɐ ʔ ⁵ k ɛ ⁵³	
Jinan		fingernail	1896	1896	t͡ʂʅ²¹³ʨjakɛr²¹	580	ʈʂ ʅ ²¹³ tɕ j a ⁰ k ɛ r ²¹	
Guangzhou		fingernail	1896	1896	sɐt⁵tʰɐw²¹	582	s ɐ t ⁵ tʰ ɐ w ²¹	
Nanchang		fingernail	1896	1896	ʦʔ⁵kaʔ⁰²ʦɿ⁰²	579	ts ʔ ⁵ k a ʔ ⁰² ts ɿ ⁰²	
Chengdu		fingernail	1896	1896	ʦɿ⁵³ʨja³¹	578	ts ɿ ⁵³ tɕ j a ³¹	
Taoyuan		fingernail	1896	1896	ʦəʔ²ʨjaʔ²	578	ts ə ʔ ² tɕ j a ʔ ²	
Shexian		fingernail	1896	1896	ɕju³⁵ʦɿ³⁵kaʔ²¹	574	ɕ j u ³⁵ ts ɿ ³⁵ k a ʔ ²¹	
Beijing		fingernail	1896	1896	t͡ʂʅ⁵⁵ʨja²	578	ʈʂ ʅ ⁵⁵ tɕ j a ²	
Kunming		fingernail	1896	1896	t͡ʂʅ³¹ʨjᴀ³¹	578	ʈʂ ʅ ³¹ tɕ j a ³¹	
Shanghai		fingernail	1896	1896	sɤ³⁵ʨjɪʔ⁵kʰaʔ⁵	576	s ɤ ³⁵ tɕ j ɪ ʔ ⁵ kʰ a ʔ ⁵	
Shanghai		fingernail	1896	1896	sɤ³⁵ʦɿ³⁵kʰaʔ⁵	575	s ɤ ³⁵ ts ɿ ³⁵ kʰ a ʔ ⁵	
Meixian		first	728	728	tʰi⁵³it¹	348	tʰ i ⁵³ i t ¹	
Changsha		first	728	728	ti¹¹i²⁴	348	t i ¹¹ i ²⁴	
Guiyang		first	728	728	ti²¹³i²¹	348	t i ²¹³ i ²¹	
Xiamen		first	728	728	te²²it³²	348	t e ²² i t ³²	
Hefei		first	728	728	ʦɿ⁵³jəʔ⁵	348	ts ɿ ⁵³ j ə ʔ ⁵	
Jinan		first	728	728	ti²¹i²¹³	348	t i ²¹ i ²¹³	
Hangzhou		first	728	728	di¹³ʔjəʔ⁵	348	d i ¹³ ʔ j ə ʔ ⁵	
Guangzhou		first	728	728	tɐj²²jɐt⁵	348	t ɐ j ²² j ɐ t ⁵	
Nanchang		first	728	728	tʰi²¹iʔ⁵	348	tʰ i ²¹ i ʔ ⁵	
Chengdu		first	728	728	ti¹³i³¹	348	t i ¹³ i ³¹	
Taoyuan		first	728	728	ti⁴⁵jəʔ²	348	t i ⁴⁵ j ə ʔ ²	
Shexian		first	728	728	tʰi²²iʔ²¹	348	tʰ i ²² i ʔ ²¹	
Beijing		first	728	728	ti⁵¹i⁵⁵	348	t i ⁵¹ i ⁵⁵	
Kunming		first	728	728	ti²¹²i³¹	348	t i ²¹² i ³¹	
Shanghai		first	728	728	di¹³jɪʔ⁵	348	d i ¹³ j ɪ ʔ ⁵	
Meixian		fist	1473	1473	kʰjan¹¹tʰew¹¹	554	kʰ j a n ¹¹ tʰ e w ¹¹	
Changsha		fist	1473	1473	ʨɥẽ¹³təw¹³ku	555	tɕ ɥ ẽ ∼ ¹³ t ə w ¹³ k u	
Guiyang		fist	1473	1473	tin²¹³ʦɿ⁴²	557	t i n ²¹³ ts ɿ ⁴²	
Guiyang		fist	1473	1473	tʰo²¹tʰo⁵⁵	559	tʰ o ²¹ tʰ o ⁵⁵	
Xiamen		fist	1473	1473	kun³⁵tʰaw³⁵bu⁵³	556	k u n ³⁵ tʰ a w ³⁵ b u ⁵³	
Hefei		fist	1473	1473	ʨʰɥɪ̃⁵⁵tʰɯ	554	tɕʰ ɥ ɪ̃ ∼ ⁵⁵ tʰ ɯ	
Jinan		fist	1473	1473	ʨʰɥã⁴²tʰow	554	tɕʰ ɥ ã ∼ ⁴² tʰ o w	
Jinan		fist	1473	1473	ʨʰɥã⁴²	553	tɕʰ ɥ ã ∼ ⁴²	
Hangzhou		fist	1473	1473	ʣɥõ²¹³dej²¹³	554	dz ɥ õ ∼ ²¹³ d e j ²¹³	
Guangzhou		fist	1473	1473	kʰyn²¹tʰɐw²¹	554	kʰ y n ²¹ tʰ ɐ w ²¹	
Nanchang		fist	1473	1473	ʨʰɥɵn²⁴tʰɛw⁰⁴	554	tɕʰ ɥ ɵ n ²⁴ tʰ ɛ w ⁰⁴	
Chengdu		fist	1473	1473	tin¹³ʦɿ	557	t i n ¹³ ts ɿ	
Chengdu		fist	1473	1473	tʰo³¹ʦɿ⁵³	558	tʰ o ³¹ ts ɿ ⁵³	
Taoyuan		fist	1473	1473	kəʔ⁵⁴tu¹¹	560	k ə ʔ ⁵⁴ t u ¹¹	
Taoyuan		fist	1473	1473	ʦʰwej¹¹	561	tsʰ w e j ¹¹	
Shexian		fist	1473	1473	ʨʰɥe⁴⁴	561	tɕʰ ɥ e ⁴⁴	
Shexian		fist	1473	1473	ʨʰɥe⁴⁴tʰju⁴⁴	562	tɕʰ ɥ e ⁴⁴ tʰ j u ⁴⁴	
Beijing		fist	1473	1473	ʨʰɥan³⁵tʰow³	554	tɕʰ ɥ a n ³⁵ tʰ o w ³	
Kunming		fist	1473	1473	t͡ʂʰwej³¹tʰəw³¹	563	ʈʂʰ w e j ³¹ tʰ ə w ³¹	
Shanghai		fist	1473	1473	ʥɥø¹³dɤ¹³	554	dʑ ɥ ø ¹³ d ɤ ¹³	
Meixian		five	493	493	n̩³¹	337	n̩ ³¹	
Changsha		five	493	493	u⁴¹	337	u ⁴¹	
Guiyang		five	493	493	u⁴²	337	u ⁴²	
Xiamen		five	493	493	gɔ²²	337	g ɔ ²²	
Hefei		five	493	493	u²⁴	337	u ²⁴	
Jinan		five	493	493	u⁵⁵	337	u ⁵⁵	
Hangzhou		five	493	493	ʔu⁵³	337	ʔ u ⁵³	
Guangzhou		five	493	493	ŋ̍²³	337	ŋ̍ ²³	
Nanchang		five	493	493	ŋ̍²¹³	337	ŋ̍ ²¹³	
Chengdu		five	493	493	u⁵³	337	u ⁵³	
Taoyuan		five	493	493	vu⁵³	337	v u ⁵³	
Shexian		five	493	493	u³⁵	337	u ³⁵	
Beijing		five	493	493	u²¹⁴	337	u ²¹⁴	
Kunming		five	493	493	u⁵³	337	u ⁵³	
Shanghai		five	493	493	ŋ̍¹³	337	ŋ̍ ¹³	
Changsha		flash (verb)	2377	2377	t͡ʂʰʅ⁴¹ʂə̃⁴¹	587	ʈʂʰ ʅ ⁴¹ ʂ ə̃ ∼ ⁴¹	
Guiyang		flash (verb)	2377	2377	xo⁴²san⁴²	604	x o ⁴² s a n ⁴²	
Guiyang		flash (verb)	2377	2377	ʦʰej⁴²xo⁴²san⁴²	588	tsʰ e j ⁴² x o ⁴² s a n ⁴²	
Hefei		flash (verb)	2377	2377	ta²⁴ʂən²⁴	617	t a ²⁴ ʂ ə n ²⁴	
Jinan		flash (verb)	2377	2377	ta⁵⁵ʂã⁵⁵	617	t a ⁵⁵ ʂ ã ∼ ⁵⁵	
Hangzhou		flash (verb)	2377	2377	hwoʔ⁵sɥõ⁵³	632	h w o ʔ ⁵ s ɥ õ ∼ ⁵³	
Guangzhou		flash (verb)	2377	2377	sim³⁵tin²²	598	s i m ³⁵ t i n ²²	
Guangzhou		flash (verb)	2377	2377	sip³tin²²	657	s i p ³ t i n ²²	
Nanchang		flash (verb)	2377	2377	tɑ²¹³fɔʔ⁵sɛn⁰²	618	t ɑ ²¹³ f ɔ ʔ ⁵ s ɛ n ⁰²	
Chengdu		flash (verb)	2377	2377	xo⁵³san⁵³	604	x o ⁵³ s a n ⁵³	
Taoyuan		flash (verb)	2377	2377	ta⁵³sæ̃⁵³	617	t a ⁵³ s æ̃ ∼ ⁵³	
Shexian		flash (verb)	2377	2377	ta³⁵ne²²ɕɥe³²⁴	619	t a ³⁵ n e ²² ɕ ɥ e ³²⁴	
Shexian		flash (verb)	2377	2377	ʨʰja³⁵ne²²ɕɥe³²⁴	589	tɕʰ j a ³⁵ n e ²² ɕ ɥ e ³²⁴	
Beijing		flash (verb)	2377	2377	ʂan²¹⁴tjan⁵¹	598	ʂ a n ²¹⁴ t j a n ⁵¹	
Kunming		flash (verb)	2377	2377	t͡ʂʰə⁵³ʂᴀ̃⁵³	587	ʈʂʰ ə ⁵³ ʂ ã ∼ ⁵³	
Shanghai		flash (verb)	2377	2377	hoʔ⁵ɕi³⁵	633	h o ʔ ⁵ ɕ i ³⁵	
Shanghai		flash (verb)	2377	2377	sø³⁵di¹³	598	s ø ³⁵ d i ¹³	
Meixian		forefinger	577	577	su³¹ʦɿ³¹	564	s u ³¹ ts ɿ ³¹	
Changsha		forefinger	577	577	ʂəw⁴¹t͡ʂʅ²⁴law⁴¹	566	ʂ ə w ⁴¹ ʈʂ ʅ ²⁴ l a w ⁴¹	
Guiyang		forefinger	577	577	ʦɿ⁴²tʰəw²¹	571	ts ɿ ⁴² tʰ ə w ²¹	
Guiyang		forefinger	577	577	səw⁴²ʦɿ⁴²tʰəw²¹	567	s ə w ⁴² ts ɿ ⁴² tʰ ə w ²¹	
Xiamen		forefinger	577	577	ʦʰju⁵³ʦŋ̍⁵³tʰaw³⁵a	568	tsʰ j u ⁵³ ts ŋ̍ ⁵³ tʰ a w ³⁵ a	
Xiamen		forefinger	577	577	ʦʰju⁵³ʦãj⁵³	564	tsʰ j u ⁵³ ts ã ∼ j ⁵³	
Hefei		forefinger	577	577	mu²⁴t͡ʂɔ²⁴tʰɯ⁵⁵	573	m u ²⁴ ʈʂ ɔ ²⁴ tʰ ɯ ⁵⁵	
Jinan		forefinger	577	577	ʂow⁵⁵t͡ʂʅ²¹³tʰow	567	ʂ o w ⁵⁵ ʈʂ ʅ ²¹³ tʰ o w	
Hangzhou		forefinger	577	577	sej⁵³ʦɿ⁵³dej²¹³	567	s e j ⁵³ ts ɿ ⁵³ d e j ²¹³	
Guangzhou		forefinger	577	577	sɐw³⁵ʦi³⁵tʰɐw²¹	567	s ɐ w ³⁵ ts i ³⁵ tʰ ɐ w ²¹	
Nanchang		forefinger	577	577	ʦɨʔ⁵tʰɛw⁰²ʦɿ⁰²	572	ts ɨ ʔ ⁵ tʰ ɛ w ⁰² ts ɿ ⁰²	
Chengdu		forefinger	577	577	səw⁵³ʦɿ	564	s ə w ⁵³ ts ɿ	
Chengdu		forefinger	577	577	ʦɿ⁵³tʰər³¹	571	ts ɿ ⁵³ tʰ ə r ³¹	
Chengdu		forefinger	577	577	səw⁵³ʦɿ⁵³ʦɿ	565	s ə w ⁵³ ts ɿ ⁵³ ts ɿ	
Taoyuan		forefinger	577	577	səw⁵³ʦəʔ²tʰəw¹¹	567	s ə w ⁵³ ts ə ʔ ² tʰ ə w ¹¹	
Shexian		forefinger	577	577	ɕju³⁵me³⁵tʰju⁴⁴	569	ɕ j u ³⁵ m e ³⁵ tʰ j u ⁴⁴	
Beijing		forefinger	577	577	ʂow²¹⁴t͡ʂʅ²¹⁴tʰow⁴	567	ʂ o w ²¹⁴ ʈʂ ʅ ²¹⁴ tʰ o w ⁴	
Kunming		forefinger	577	577	ʂəw⁵³t͡ʂʅ³¹tʰəw³¹	567	ʂ ə w ⁵³ ʈʂ ʅ ³¹ tʰ ə w ³¹	
Shanghai		forefinger	577	577	sɤ³⁵ʦɿ³⁵dɤ¹³	567	s ɤ ³⁵ ts ɿ ³⁵ d ɤ ¹³	
Shanghai		forefinger	577	577	sɤ³⁵ʨjɪʔ⁵dɤ¹³	570	s ɤ ³⁵ tɕ j ɪ ʔ ⁵ d ɤ ¹³	
Meixian		forehead	123	123	ŋjak¹	495	ŋ j a k ¹	
Meixian		forehead	123	123	ŋjak¹kok¹	496	ŋ j a k ¹ k o k ¹	
Changsha		forehead	123	123	ŋə²⁴kʰo²⁴	498	ŋ ə ²⁴ kʰ o ²⁴	
Changsha		forehead	123	123	ŋə²⁴təw¹³	499	ŋ ə ²⁴ t ə w ¹³	
Guiyang		forehead	123	123	ŋɛ²¹ləw⁵⁵	500	ŋ ɛ ²¹ l ə w ⁵⁵	
Xiamen		forehead	123	123	tʰaw³⁵hjaʔ⁵	504	tʰ a w ³⁵ h j a ʔ ⁵	
Hefei		forehead	123	123	ɐʔ⁵lɔ²⁴tʰɯ⁵⁵	501	ɐ ʔ ⁵ l ɔ ²⁴ tʰ ɯ ⁵⁵	
Jinan		forehead	123	123	jə²¹lakɛr²¹	502	j ə ²¹ l a ⁰ k ɛ r ²¹	
Hangzhou		forehead	123	123	ŋɑʔ²koʔ⁵dej²¹³	497	ŋ ɑ ʔ ² k o ʔ ⁵ d e j ²¹³	
Guangzhou		forehead	123	123	ŋak²tʰɐw²¹	499	ŋ a k ² tʰ ɐ w ²¹	
Guangzhou		forehead	123	123	ŋak²	495	ŋ a k ²	
Nanchang		forehead	123	123	lɑw²¹³kwɑ⁰⁴	505	l ɑ w ²¹³ k w ɑ ⁰⁴	
Chengdu		forehead	123	123	ŋe³¹nəw³¹	500	ŋ e ³¹ n ə w ³¹	
Taoyuan		forehead	123	123	pəŋ¹¹ləw¹¹	508	p ə ŋ ¹¹ l ə w ¹¹	
Shexian		forehead	123	123	ŋɛ²¹kɔ²¹tʰju⁴⁴	497	ŋ ɛ ²¹ k ɔ ²¹ tʰ j u ⁴⁴	
Beijing		forehead	123	123	nɑw²¹⁴mər³⁵	506	n ɑ w ²¹⁴ m ə r ³⁵	
Kunming		forehead	123	123	nɔ⁵³mə̃³¹	506	n ɔ ⁵³ m ə̃ ∼ ³¹	
Kunming		forehead	123	123	ə³¹lə⁴⁴tʰəw³¹	503	ə ³¹ l ə ⁴⁴ tʰ ə w ³¹	
Shanghai		forehead	123	123	ŋaʔ¹³koʔ⁵dɤ¹³	497	ŋ a ʔ ¹³ k o ʔ ⁵ d ɤ ¹³	
Meixian		four	1500	1500	si⁵³	336	s i ⁵³	
Changsha		four	1500	1500	sɿ⁵⁵	336	s ɿ ⁵⁵	
Guiyang		four	1500	1500	sɿ²¹³	336	s ɿ ²¹³	
Xiamen		four	1500	1500	si²¹	336	s i ²¹	
Hefei		four	1500	1500	sɿ⁵³	336	s ɿ ⁵³	
Jinan		four	1500	1500	sɿ²¹	336	s ɿ ²¹	
Hangzhou		four	1500	1500	sɿ⁴⁴⁵	336	s ɿ ⁴⁴⁵	
Guangzhou		four	1500	1500	sej³³	336	s e j ³³	
Nanchang		four	1500	1500	sɿ⁴⁵	336	s ɿ ⁴⁵	
Chengdu		four	1500	1500	sɿ¹³	336	s ɿ ¹³	
Taoyuan		four	1500	1500	sɿ⁴⁵	336	s ɿ ⁴⁵	
Shexian		four	1500	1500	sɿ³²⁴	336	s ɿ ³²⁴	
Beijing		four	1500	1500	sɿ⁵¹	336	s ɿ ⁵¹	
Kunming		four	1500	1500	sɿ²¹²	336	s ɿ ²¹²	
Shanghai		four	1500	1500	sɿ³⁵	336	s ɿ ³⁵	
Meixian		freeze	1431	1431	kjat¹pen⁴⁴	860	k j a t ¹ p e n ⁴⁴	
Changsha		freeze	1431	1431	ɕja¹¹lin¹¹	884	ɕ j a ¹¹ l i n ¹¹	
Changsha		freeze	1431	1431	kəw⁵⁵lin¹¹	891	k ə w ⁵⁵ l i n ¹¹	
Guiyang		freeze	1431	1431	ʨjɛ²¹pin	860	tɕ j ɛ ²¹ p i n	
Guiyang		freeze	1431	1431	ʨʰi⁴²lin²¹³pin⁵⁵	900	tɕʰ i ⁴² l i n ²¹³ p i n ⁵⁵	
Xiamen		freeze	1431	1431	kjat³²piŋ⁵⁵	860	k j a t ³² p i ŋ ⁵⁵	
Xiamen		freeze	1431	1431	kjan⁵⁵piŋ⁵⁵	908	k j a n ⁵⁵ p i ŋ ⁵⁵	
Hefei		freeze	1431	1431	ʨiʔ⁵pin²¹	860	tɕ i ʔ ⁵ p i n ²¹	
Jinan		freeze	1431	1431	tuŋ²¹³tuŋ	917	t u ŋ ²¹³ t u ŋ	
Hangzhou		freeze	1431	1431	ʨjəʔ⁵pin³³	860	tɕ j ə ʔ ⁵ p i n ³³	
Guangzhou		freeze	1431	1431	kit³peŋ⁵⁵	860	k i t ³ p e ŋ ⁵⁵	
Nanchang		freeze	1431	1431	ʨjɛʔ⁵pin⁴²	860	tɕ j ɛ ʔ ⁵ p i n ⁴²	
Nanchang		freeze	1431	1431	lɛn²¹tɑw⁰²ljɛwiɛu⁰²	885	l ɛ n ²¹ t ɑ w ⁰² l j ɛ w ⁰²	
Chengdu		freeze	1431	1431	ʨje³¹pin⁵⁵	860	tɕ j e ³¹ p i n ⁵⁵	
Taoyuan		freeze	1431	1431	twəŋ⁴⁵pjəŋ¹¹	916	t w ə ŋ ⁴⁵ p j ə ŋ ¹¹	
Shexian		freeze	1431	1431	tʌ̃³²⁴pjʌ̃³¹	916	t ʌ̃ ∼ ³²⁴ p j ʌ̃ ∼ ³¹	
Beijing		freeze	1431	1431	ʨjɛ⁵⁵piŋ⁵⁵	860	tɕ j ɛ ⁵⁵ p i ŋ ⁵⁵	
Kunming		freeze	1431	1431	ʨjɛ³¹pĩ⁴⁴	860	tɕ j ɛ ³¹ p ĩ ∼ ⁴⁴	
Shanghai		freeze	1431	1431	ʨjɪʔ⁵piŋ⁵³	860	tɕ j ɪ ʔ ⁵ p i ŋ ⁵³	
Meixian		from	693	693	ʦʰjuŋ¹¹	291	tsʰ j u ŋ ¹¹	
Changsha		from	693	693	ʦoŋ¹³	291	ts o ŋ ¹³	
Guiyang		from	693	693	ʨʰi²¹	292	tɕʰ i ²¹	
Xiamen		from	693	693	twi²¹	293	t w i ²¹	
Hefei		from	693	693	ʦʰəŋ⁵⁵	291	tsʰ ə ŋ ⁵⁵	
Jinan		from	693	693	ʦʰuŋ⁴²	291	tsʰ u ŋ ⁴²	
Jinan		from	693	693	ta⁵⁵	294	t a ⁵⁵	
Hangzhou		from	693	693	ʣoŋ²¹³	291	dz o ŋ ²¹³	
Guangzhou		from	693	693	ʦʰoŋ²¹	291	tsʰ o ŋ ²¹	
Nanchang		from	693	693	ʦʰuŋ²⁴	291	tsʰ u ŋ ²⁴	
Nanchang		from	693	693	ʦɛw²¹³	295	ts ɛ w ²¹³	
Chengdu		from	693	693	ʦʰoŋ³¹	291	tsʰ o ŋ ³¹	
Taoyuan		from	693	693	ʦʰwəŋ¹¹	291	tsʰ w ə ŋ ¹¹	
Shexian		from	693	693	ʦʰʌ̃⁴⁴	291	tsʰ ʌ̃ ∼ ⁴⁴	
Beijing		from	693	693	ʦʰuŋ³⁵	291	tsʰ u ŋ ³⁵	
Beijing		from	693	693	ta²¹⁴	294	t a ²¹⁴	
Beijing		from	693	693	ʨʰjɛ²¹⁴	297	tɕʰ j ɛ ²¹⁴	
Kunming		from	693	693	ʦʰoŋ³¹	291	tsʰ o ŋ ³¹	
Shanghai		from	693	693	zoŋ¹³	291	z o ŋ ¹³	
Meixian		girl	1646	1646	se⁵³moj⁵³je	846	s e ⁵³ m o j ⁵³ j e	
Changsha		girl	1646	1646	mej¹¹ʦɿ	848	m e j ¹¹ ts ɿ	
Guiyang		girl	1646	1646	li⁴²wa²¹wa⁵⁵	852	l i ⁴² w a ²¹ w a ⁵⁵	
Guiyang		girl	1646	1646	li⁴²wa²¹ɚ⁵⁵	850	l i ⁴² w a ²¹ ə˞ ⁵⁵	
Guiyang		girl	1646	1646	ɕjao⁴²ku⁵⁵ljaŋ⁵⁵	861	ɕ j a o ⁴² k u ⁵⁵ l j a ŋ ⁵⁵	
Xiamen		girl	1646	1646	ʦa³⁵bɔ⁵³kin⁵³na⁵³	864	ts a ³⁵ b ɔ ⁵³ k i n ⁵³ n a ⁵³	
Hefei		girl	1646	1646	ja²¹tʰɯ	865	j a ²¹ tʰ ɯ	
Jinan		girl	1646	1646	kwej²¹³ȵy	866	k w e j ²¹³ nʲ y	
Jinan		girl	1646	1646	njer²¹³	867	n j e r ²¹³	
Hangzhou		girl	1646	1646	ny⁵³ɦjɑ²¹³əl²¹³	855	n y ⁵³ ɦ j ɑ ²¹³ ə l ²¹³	
Hangzhou		girl	1646	1646	ku³³njɑŋ²¹³əl²¹³	863	k u ³³ n j ɑ ŋ ²¹³ ə l ²¹³	
Guangzhou		girl	1646	1646	nøɥ²³ʦɐj³⁵	854	n ø ɥ ²³ ts ɐ j ³⁵	
Nanchang		girl	1646	1646	ȵy²¹³ʦaj⁰⁴ʦɿ⁰⁴	856	nʲ y ²¹³ ts a j ⁰⁴ ts ɿ ⁰⁴	
Chengdu		girl	1646	1646	ȵy⁵³wa³¹ʦɿ	851	nʲ y ⁵³ w a ³¹ ts ɿ	
Chengdu		girl	1646	1646	mər¹³	847	m ə r ¹³	
Taoyuan		girl	1646	1646	ny⁵³va¹¹va¹¹	852	n y ⁵³ v a ¹¹ v a ¹¹	
Taoyuan		girl	1646	1646	kwej¹¹ny⁵³	866	k w e j ¹¹ n y ⁵³	
Taoyuan		girl	1646	1646	ku¹¹njɒ̃¹¹	862	k u ¹¹ n j ɒ̃ ∼ ¹¹	
Shexian		girl	1646	1646	ny³⁵ka	857	n y ³⁵ k a	
Shexian		girl	1646	1646	ni⁴⁴ka	868	n i ⁴⁴ k a	
Shexian		girl	1646	1646	ny³⁵mɛ	858	n y ³⁵ m ɛ	
Shexian		girl	1646	1646	ny³⁵	849	n y ³⁵	
Beijing		girl	1646	1646	ny²¹⁴xar	859	n y ²¹⁴ x a r	
Beijing		girl	1646	1646	ja⁵⁵tʰow²	865	j a ⁵⁵ tʰ o w ²	
Kunming		girl	1646	1646	ni⁵³wᴀ³¹wᴀ³¹	852	n i ⁵³ w a ³¹ w a ³¹	
Kunming		girl	1646	1646	ku⁴⁴njᴀ̃⁴⁴	862	k u ⁴⁴ n j ã ∼ ⁴⁴	
Shanghai		girl	1646	1646	ȵy¹³ɕjɔ³⁵nø¹³	853	nʲ y ¹³ ɕ j ɔ ³⁵ n ø ¹³	
Meixian		hail	104	104	pʰok⁵	735	pʰ o k ⁵	
Changsha		hail	104	104	pin³³pʰaw⁵⁵	744	p i n ³³ pʰ a w ⁵⁵	
Guiyang		hail	104	104	pin⁵⁵pa	744	p i n ⁵⁵ p a	
Guiyang		hail	104	104	pɛ²¹i⁴²	754	p ɛ ²¹ i ⁴²	
Xiamen		hail	104	104	pʰawʔ⁵	735	pʰ a w ʔ ⁵	
Hefei		hail	104	104	jɪ̃⁵⁵tɯ⁵³ʦə	773	j ɪ̃ ∼ ⁵⁵ t ɯ ⁵³ ts ə	
Jinan		hail	104	104	pa⁴²ʦɿ	736	p a ⁴² ts ɿ	
Jinan		hail	104	104	ləŋ⁵⁵ʦɿ	802	l ə ŋ ⁵⁵ ts ɿ	
